Punjabi	పంజాబీ
Barrankula	బర్రంకుల
Chamavaram	చామవరం
Tyagayya	త్యాగయ్య
Guernica	గుయెర్నికా
Steyn	స్టెయిన్
Equity	ఈక్విటీ
Lights	లైట్స్
system	సిస్టం
Sikakulam	శ్రీకాకుళం
Vladimir	వ్లదీమర్
Chakrapani	చక్రపాణి
Ganguvari	గంగువారి
Rambhadracharya	రామభద్రాచార్య
Saptarishi	సప్తర్షులు
Steve	స్టీవ్
Sharda	శారదా
Haripalem	హరిపాలెం
Shabari	శబరి
Auroville	ఆరోవిల్
Cloud	క్లౌడ్
Jamadagni	జమదగ్ని
Vejendla	వేజెండ్ల
Chesi	చేసి
Dantapuram	దంతపురి
Saha	సాహా
outsourcing	అవుట్‌సోర్సింగ్
Patel	పటేల్
Mogalthur	మొగల్తూరు
Nature	నేచర్
Bhishma	భీష్ముడు
Beowulf	బేవుల్ఫ్
Cecil	సిసిల్
Witherspoon	విథర్‌స్పూన్
Porus	పోరస్
Amy	ఏమీ
Maredupudi	మారేడుపూడి
Ramulamma	రాములమ్మా
Party	పార్టీ
Sita	సీత
and	ఎండ్
Medchal	మేడ్చల్
Jamaica	జమైకా
Madan	మదన్
Crotalaria	క్రోటలేరియా
Gampalagudem	గంపలగూడెం
Mukwege	ముక్వేగి
Pourusham	పౌరుషం
cipher	సైఫర్
Leg	లెగ్
Stenvers	స్టెన్‌వర్స్
Kunchangi	కుంచంగి
monitor	మానిటర్
Murari	మురారి
Kapra	కాప్రా
Badangi	బాడంగి
Andhra	ఆంధ్ర
Mohana	మోహన
Challenge	ఛాలెంజ్
Andala	అందాల
Alarmel	అలర్మెల్
Achebe	అచెబె
Rubber	రబ్బరు
Bitragunta	బిట్రగుంట
Chhillar	చిల్లర్
Dharmapuram	ధర్మపురం
Cuban	క్యూబా
Bopara	బొపారా
Cristiano	క్రిస్టియానో
Shakeela	షకీలా
Chakraborty	చక్రబొర్తి
Patani	పటాని
Yarada	యారాడ
Balachandrudu	బాలచంద్రుడు
Rangu	రంగు
Punugodu	పునుగోడు
Peary	పియరీ
Hindupur	హిందూపురం
Canary	కానరీ
Prabha	ప్రభ
Katsuko	కట్సుకో
Ramayampet	రామాయంపేట
Chanubanda	చనుబండ
Pokkali	పొక్కలి
Acetobacter	ఎసిటోబాక్టర్
Gauri	గౌరీ
Mughal	మొఘల్
Vayasuku	వయసుకు
Kansas	కాన్సాస్
Avabai	అవాబాయ్
Phillauri	పిల్లౌరీ
Radiology	రేడియాలజీ
Loves	లవ్స్
Boorelu	బూరె
Hyperloop	హైపర్‌లూప్
Lakshadweep	లక్షద్వీప్
Diplococcus	డిప్లోకోకస్
Poduru	పోడూరు
Salvador	సాల్వడార్
Surendranath	సురేంద్రనాథ్
Thermal	థర్మల్
JavaScript	జావాస్క్రిప్టు
Sunita	సునీతా
Divyanka	దివ్యాంకా
Chepuru	చేపూరు
Jeet	జీత్
Prashanth	ప్ర‌శాంత్
Gudem	గూడెము
Thipparthy	తిప్పర్తి
Atropa	అట్రోపా
Parinay	పరిణయ్
Narkedimilli	నర్కేడిమిల్లి
Mirabehn	మీరాబెన్
Tukaram	తుకారాం
Janardhan	జనార్ధన్
Paper	పేపర్
Mir	మీర్
Vaishnavism	వైష్ణవము
Anjana	అంజనా
Pathak	పాతక్
Tillakaratne	తిలకరత్నె
Nagar	నగర్
Bolarum	బొల్లారం
Potladurthi	పొట్లదుర్తి
Vidheya	విధేయ
Donald	డోనాల్డ్
Themidithapadu	తిమిడితపాడు
Veerabrahmendra	వీరబ్రహ్మేంద్రస్వామి
Turgenev	తుర్గేనెవ్
Navuluru	నవులూరు
Diana	డయానా
Kalibangan	కలిబంగాన్
Coffee	కాఫీ
Ummareddy	ఉమ్మారెడ్డి
Nanakshahi	నానాక్షాహి
Carissa	కారిస్సా
Plaster	ప్లాస్టర్
Inspector	ఇన్‌స్పెక్టర్
Huyayy	హుయాయ్
Ronaldo	రోనాల్డో
Beach	బీచ్
Entropy	ఎంట్రోపి
Sadasiva	సదాశివ
Somayajulu	సోమయాజులు
erectus	ఎరెక్టసు
Enterobacteriaceae	ఎంటిరోబాక్టీరియేసి
Pentaborane	పెంటాబోరాన్
Metal	మెటల్
High	హై
Sindhudurg	సింధుదుర్గ్
Meher	మెహెర్
Neelakanta	నీలకంఠ
Avenue	అవెన్యూ
Kakavedu	కాకవీడు
Kuppam	కుప్పం
Sapotaceae	సపోటేసి
Payasi	పాయసి
Kadeddulu	కాడెద్దులు
Laozi	లివోజై
pentoxide	పెంటాక్సైడ్
Kakarlamudi	కాకర్లమూడి
Howrah	హౌరా
Bangaraju	బంగార్రాజు
Omkaram	ఓంకారం
Pellama	పెళ్ళామా
Vaibhogame	వైభోగమే
Thiruvananthapuram	తిరువనంతపురం
Kazakhstan	కజకస్తాన్
Nilekani	నిలేకని
Neomycin	నియోమైసిన్
Palavalasa	పాలవలస
Menispermaceae	మెనిస్పెర్మేసి
Srinagar	శ్రీనగర్
Fourier	ఫోరియర్
Babu	బాబు
Aryadeva	ఆర్యదేవుడు
Java	జావా
Mantalu	మంటలు
Chomsky	చోమ్స్కీ
Sahib	సాహిబ్
Payeng	పాయెంగ్
William	విలియం
Nandyal	నంద్యాల
Vijay	విజయ్
Stone	స్టోన్
Bhageeratha	భగీరథ
Devaki	దేవకి
Ilkal	ఇల్కాల్
Vichitram	విచిత్రం
feed	ఫీడ్
Ananda	ఆనంద
Sarabhai	సారాభాయ్
Prayanam	ప్రయాణం
Khandhar	ఖాంధార్
Fidelity	ఫిడిలిటీ
Alangium	అలాంజియమ్
Nabarangpur	నవరంగపూర్
Swapna	స్వప్న
KVaralakshmi	కెవరలక్ష్మి
Propionibacterium	ప్రొపియోనిబాక్టీరియమ్
Pachaiyappa	పచ్చయప్పా
Gospadu	గోస్పాడు
Jebu	జేబు
Thondavaram	తొండవరం
Suman	సుమన్
Kausha	కౌష
Chandramukhi	చంద్రముఖి
Dindi	డిండి
Bowie	బౌవీ
Rabbi	రబ్బీ
Bilgrami	బిల్‌గ్రామీ
Oorilo	ఊరిలో
Kalyan	కల్యాణి
Venkatarangayya	వేంకటరంగయ్య
Lagos	లాగోస్
Cecil	సెసిల్
Huzurnagar	హుజూర్‌నగర్
Gisele	గిసెలె
Altamas	అల్తమస్
Greeku	గ్రీకు
Chandrugonda	చండ్రుగొండ
Geetam	గీతం
Godavarikhani	గోదావరిఖని
Pulimamidi	పులిమామిడి
Pianist	పియానిస్ట్
Nelson	నెల్సన్
Sentinelese	సెంటినలీస్
Ayodhya	అయోధ్య
Vegavaram	వేగవరం
peroxide	డయాక్సైడ్
RayBan	రేబాన్
Denmark	డెన్మార్క్
Table	టేబులు
Sorabji	సొరాబ్జీ
Radhakrishna	రాధాకృష్ణ
Andaru	అందరూ
Kaluvoya	కలువాయి
Markandeya	మార్కండేయుడు
Mangalampadu	మంగళంపాడు
technician	టెక్నీషియన్
Nuvvila	నువ్విలా
Sundeep	సందీప్
Podalakur	పొదలకూరు
Dakshinamurthy	దక్షిణామూర్తి
Garibaldi	గారిబాల్డి
Sharad	శరద్
Gunjam	గుంజం
Morgana	మార్గానా
Scotland	స్కాట్లాండ్
Zinta	జింటా
Jamtara	జంతర
Kanamarlapudi	కనమర్లపూడి
Karni	కర్ణి
Bhabhi	బాబీ
Thanjavur	తంజావూరు
Aunty	ఆంటీ
Enugula	ఏనుగుల
Shrestha	శ్రేష్ఠ
Catheter	కాథెటర్
Wicket	వికెట్
Karthika	కార్తీక
Palletoori	పల్లెటూరి
Belum	బెలూం
Hepatic	హెపాటిక్
Agartala	అగర్తలా
University	యూనివర్సిటీ
Pagidipalli	పగిడిపల్లి
Manjira	మంజీరా
Amritanandamayi	అమృతానందమయి
Pellinaati	పెళ్లినాటి
Kashi	కాశీ
Tarabai	తారాబాయి
Gusagusalade	గుసగుసలాడే
Chalapaka	చలపాక
Kill	కిల్
Methicillinresistant	మెథిసిల్లిన్రెసిస్టంట్
Suputhrudu	సుపుత్రుడు
Guruvayur	గురువాయూరు
Mufti	ముఫ్తీ
Raja	రాజ
Adakku	అడక్కు
Miryalaguda	మిర్యాలగూడ
carbide	కార్బైడ్
Crime	క్రైం
Aayog	ఆయోగ్
Congo	కాంగో
Kapur	కపూర్
Paminivandlavooru	పామినివాండ్లవూరు
Richard	రిచర్డ్
Womans	వుమన్స్
Gandikovvur	గండికొవ్వూరు
Anandapuram	ఆనందపురం
Kasani	కాసాని
Thrones	థ్రోన్స్
Radisson	రడిస్సన్
Makineni	మాకినేని
Kavya	కావ్యం
Katpadi	కాట్పాడి
Rudraveena	రుద్రవీణ
Paparayudu	పాపారాయుడు
Kakodkar	కకోద్కర్
Lakshmis	లక్ష్మీస్
Svargarohana	స్వర్గారోహణ
Welcome	వెల్‌కమ్
Anakapalle	అనకాపల్లి
Kofi	కోఫీ
Alipiri	అలిపిరి
Dontikurru	దొంతికుర్రు
Onamalu	ఓనమాలు
Adiga	అడిగ
Floyd	ఫ్లాయిడ్
Viprachitti	విప్రచిత్తి
Hyder	హైదర్
Sripada	శ్రీపాద
Sarikondapalem	సరికొండపాలెం
Pellakur	పెళ్లకూరు
Gudaparti	గూడపర్తి
Phogat	ఫోగట్
Aatmiyulu	ఆత్మీయులు
Avadhanam	అవధానము
Nutan	నూతన్
Baadshah	బాద్‍షా
Bolivia	బొలీవియా
Sadasivabrahmam	సదాశివబ్రహ్మం
Pithapuram	పిఠాపురం
Delta	డెల్టా
Vana	వన
Priya	ప్రియ
Siddhanta	సిద్ధాంత
Suprabhatam	సుప్రభాతం
Maha	మహా
Solomon	సోలమన్
Capo	కాపో
Laser	లేజరు
Haldur	హల్‌దూర్
Musheerabad	ముషీరాబాద్
hepatica	హిపాటికా
Dausa	దౌస
Amadagur	ఆమడగూరు
Vundi	వుంది
Dia	దియా
Gollapalem	గొల్లపాలెం
Tathagat	తథాగత్
Secret	సీక్రెట్
Vyarawalla	వ్యరవాలా
exchange	ఎక్స్చేంజ్
Thinnelapudi	తిన్నెలపూడి
sex	సెక్స్
Century	సెంచరీ
Kurukshetra	కురుక్షేత్రం
Rambilli	రాంబిల్లి
Aavakaaya	ఆవకాయ
Premistha	ప్రేమిస్తా
Vedayapalem	వేదాయపాలెం
Thappa	తప్ప
Raasi	రాశి
Juggling	జగ్లింగ్
Uttara	ఉత్తరాషాఢ
Exchange	ఎక్స్ఛేంజ్
Tulu	తుళు
Mukurthi	ముకుర్తి
Gilpin	గిల్పిన్
Sunset	సన్‌సెట్‌
Manju	మంజు
Sankaraiah	శంకరయ్య
Azmi	అజ్మీ
Sametha	సమేత
Kottakki	కొట్టక్కి
van	వాన్
Childhood	చైల్డ్‌హుడ్
Motor	మోటార్
Jaswant	జశ్వంత్
Pichi	పిచ్చి
Onam	ఓణం
Rover	రోవర్
Karavadi	కరవది
Nuvvala	నువ్వలా
Birmingham	బర్మింగ్‌హామ్
Gandhari	గాంధారి
Bindusara	బిందుసారుడు
Chamunda	చాముండి
Bandarupalle	బండారుపల్లి
Asma	ఆస్మా
Satyadev	సత్యదేవ్
Osmania	ఉస్మానియా
Sivan	శివన్
Kottayam	కోట్టాయం
Annasagar	అన్నాసాగర్
Mana	మన
Leni	లేని
CinemaScope	సినిమాస్కోప్
Teerpu	తీర్పు
Kisan	కిసాన్‌
Citrus	సిట్రస్
Majnu	మజ్ను
Penukonda	పెనుకొండ
Hilton	హిల్టన్
Watt	వాట్
Bina	బీనా
Adala	ఆదాల
Maghi	మాఘీ
Revendrapadu	రేవేంద్రపాడు
Zingiber	జింజిబర్
Datla	దాట్ల
Satyagraha	సత్యాగ్రహం
Svetlana	స్వెత్లానా
Hypothyroidism	హైపోథైరాయిడిజం
Shivanand	శివానంద్
Sakalakothapalle	శాకలకొత్తపల్లె
NITI	నీతి
Plumbing	ప్లంబింగ్
Okkadu	ఒక్కడు
Marali	మారాలి
engineering	ఇంజనీరింగ్
Pudipalli	పూడిపల్లి
Korn	కార్న్
Raj	రాజ్
Graphite	గ్రాఫైట్
Danteshwari	దంతేశ్వరి
Bukka	బుక్క
Mummidivaram	ముమ్మిడివరం
Susheela	సుశీల
Chausathi	చౌసతి
Gotrika	గోత్రీకులు
Data	డేటా
Srimannarayana	శ్రీమన్నారాయణ
Anukshanam	అనుక్షణం
Sriramachandrulu	శ్రీరామచంద్రులు
Bixaceae	బిక్సేసి
Reese	రీస్
Amrutam	అమృతం
Cryptococcus	క్రిప్టోకాకస్
Maro	మరో
Surajpur	సూరజ్పూర్
Kanumolu	కానుమోలు
Yamunotri	యమునోత్రి
Singhal	సింఘాల్
Jaadalu	జాడలు
Khattar	ఖట్టర్‌
Algeria	అల్జీరియా
